Date,Price,Open,High,Low,Vol.,Change %
06/01/2021,122.1,135.96,137.75,122.05,23.92M,-9.66%
07/01/2021,126.67,122.9,131.95,122.5,19.42M,3.74%
08/01/2021,125,126,131,122.2,17.23M,-1.32%
09/01/2021,109.45,126.5,126.5,108.05,52.24M,-12.44%
10/01/2021,126.01,109.95,131.9,107.6,50.16M,15.13%
11/01/2021,125.5,126.95,129.1,116,76.54M,-0.40%
12/01/2021,116.62,125,125.5,114.3,37.08M,-7.08%
01/01/2022,121.01,117,124,116.5,15.29M,3.76%
02/01/2022,116.51,120.55,128,115.02,22.48M,-3.72%
03/01/2022,112.91,117.98,118.1,108.39,13.96M,-3.09%
04/01/2022,108.25,112.6,119,108,17.73M,-4.13%
05/01/2022,103.03,109.97,109.97,99.75,23.98M,-4.82%
06/01/2022,91,103,103.8,88.3,28.37M,-11.68%
07/01/2022,86.45,91.49,94.98,81.1,8.48M,-5.00%
08/01/2022,90,88.95,101.4,83.36,19.78M,4.11%
09/01/2022,69.71,91.18,91.18,69.71,16.44M,-22.54%
10/01/2022,69.7,67.26,72.9,67.05,43.99M,-0.01%
11/01/2022,66.6,70.49,71.25,66.5,15.89M,-4.45%
12/01/2022,62.3,66.98,70.1,59.25,34.50M,-6.46%
01/01/2023,72.2,63.4,78.45,60.05,32.25M,15.89%
02/01/2023,69.36,71.81,81.89,69,58.42M,-3.93%
03/01/2023,73.5,69.98,79.4,68.1,47.73M,5.97%
04/01/2023,72.51,74,76.5,71.15,18.17M,-1.35%
05/01/2023,73.5,73.9,82.01,71.36,78.37M,1.37%
06/01/2023,73.25,73.88,74.2,66,36.58M,-0.34%
07/01/2023,96.91,78.5,97.58,76.5,107.81M,32.30%
08/01/2023,96.8,96.94,107.8,94,96.31M,-0.11%
09/01/2023,90.36,96,98.99,89.7,35.64M,-6.65%
10/01/2023,93.56,90.52,101,89.55,58.95M,3.54%
11/01/2023,112,94.01,116.5,92.53,76.83M,19.71%
12/01/2023,110,112.49,132.5,107.05,83.72M,-1.79%
01/01/2024,111,110.83,120.81,110.4,47.93M,0.91%
02/01/2024,115.9,111.48,116.98,103,34.33M,4.41%
03/01/2024,104.3,116.05,117.95,103,24.19M,-10.01%
04/01/2024,116.7,104.95,119.8,104.1,127.69M,11.89%
05/01/2024,113.77,113.5,116.8,111.4,55.42M,-2.51%
06/01/2024,124,114,129.98,104.06,71.81M,8.99%
07/01/2024,130.66,123.99,153.26,122.52,88.81M,5.37%
08/01/2024,124.68,131.86,138.95,124.6,27.42M,-4.58%
09/01/2024,127.04,125.55,132.4,114.55,61.31M,1.89%
10/01/2024,130.75,127.01,144,123.1,71.83M,2.92%
11/01/2024,181,130.49,182.9,124.4,99.03M,38.43%
12/01/2024,174.46,182.35,184.79,152.5,68.37M,-3.61%
01/01/2025,175.99,174.95,182.9,170.5,49.19M,0.88%
02/01/2025,152.47,176,177,149.6,24.44M,-13.36%
03/01/2025,152.79,152,160.75,150,14.72M,0.21%
04/01/2025,147.34,153.48,162.5,137.75,61.85M,-3.57%
05/01/2025,153.32,148.99,159.8,127.52,45.03M,4.06%
06/01/2025,179.19,153.89,179.99,153,47.78M,16.87%
07/01/2025,221.94,180,240,179.2,103.24M,23.86%
08/01/2025,256.21,222,279.49,220.5,82.00M,15.44%
09/01/2025,292.2,257.5,300.39,247.5,47.37M,14.05%
10/01/2025,303.83,294.98,324.5,284.25,60.62M,3.98%
11/01/2025,309.01,308.84,317,277.1,27.62M,1.70%
12/01/2025,323.41,309.3,332.1,304.03,30.91M,4.66%
01/01/2026,343.9,322,369.99,322,47.80M,6.34%
02/01/2026,310.54,345,347.49,292.55,34.06M,-9.70%
03/01/2026,248.59,279.49,295,235.55,39.26M,-19.95%
04/01/2026,261.95,254,272,253,3.32M,5.37%
